Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
2918,Payment Means RCB,Transactions: Cheques / Chèques,Verchillende partijen nationale cheque,"

Nationale cheque : tussenkomende partijen
 
Wie ?
Functie
 
De trekker
schrijft de cheque uit
 
De betrokkene
de financiële instelling waar de zichtrekening van de trekker ingeschreven is
 
De begunstigde
biedt de cheque ter inning aan ​
 ",
2919,Payment Means RCB,Transactions: Cheques / Chèques,Aanbiedingstermijnen cheque,"

De cheque is betaalbaar op zicht. 
De wettelijke aanbiedingstermijn 
= de periode waarin de cheque ter betaling dient aangeboden te worden 

Deze termijnen zijn als volgt vastgesteld:
 
* Cheques uitgegeven en betaalbaar in België 
8 dagen
* Cheques uitgegeven in Europa (en in een kustland van de Middellandse Zee)
en betaalbaar in België 
20 dagen
* Cheques uitgegeven buiten Europa en betaalbaar in België 
120 dagen
 
De aanbieding in verrekenkamer geldt als een aanbieding ter betaling.
Termijn begint te lopen vanaf de datum waarop de cheque werd uitgeschreven, dag van uitgifte niet inbegrepen.
 
 
Cheques met een datum in de toekomst 
 
De aanbiedingstermijn wordt verlengd.
De cheque die ter betaling wordt aangeboden vóór de uitgiftedatum die vermeld is op de cheque, is betaalbaar op de dag van de aanbieding.
 
Aanbieding buiten de wettelijke termijnen 
 
De cheque mag nog op zicht betaald worden, maar de begunstigde of de uitbetalende financiële instelling beschikt niet meer over alle verhaal­mogelijkheden.
 ",
2921,Payment Means RCB,Transactions: Cheques / Chèques,Endossement nationale cheque,"

Nationale cheque : endossement
 
Principe 
 
De nieuwe eigenaar verkrijgt alle rechten verbonden aan de cheque.
 
Overdracht van een cheque aan toonder 
 
Gebeurt van hand tot hand.
 
Overdracht van een cheque aan order d.m.v. een endossement 
 
De houder van een cheque 'aan order' kan de cheque overdragen of endosseren aan een nieuwe begunstigde (= de geëndosseerde) door op de rugzijde zijn handtekening te plaatsen.
 
Het endossement is steeds onvoorwaardelijk en voor het integrale bedrag.
De geëndosseerde verkrijgt aldus alle rechten.
 
Soorten endossement
 Blanco-endossement
De endossant zet zijn handtekening op de keerzijde van de cheque of de vermelding 'betaal aan toonder' + handtekening.
De cheque wordt een cheque aan toonder.Endossement op naam 'aan order'
De endossant schrijft de naam van de geëndosseerde op de keerzijde van de cheque of de vermelding 'betaal aan order van ...' + handtekening.
De cheque blijft een cheque aan order, die dus verder kan geëndosseerd worden.Endossement op naam 'niet aan order'
De endossant schrijft de naam van de geëndosseerde + vermelding 'niet aan order' + handtekening op de achterzijde van de cheque.
De cheque kan niet verder geëndosseerd worden.
 
Overdracht van een cheque op naam, niet aan order 
 
Deze cheque mag in principe alleen aan de begunstigde uitbetaald worden. Dergelijke cheque kan niet overgedragen worden, noch door endossement, noch van hand tot hand.  ​
Verantwoordelijkheid
Alle personen van wie de handtekening op de cheque voorkomt, zijn hoofdelijk en gezamenlijk verantwoordelijk.
Dit betekent dat, ingeval van niet-betaling van de cheque, elk van deze personen kan aangesproken worden voor de betaling van het volledig bedrag.  
 ",
2922,Payment Means RCB,Transactions: Cheques / Chèques,Wie contacteren indien vragen cheques,"

Wie contacteren indien vragen cheques ?
Link InSite cvba:Contact gegevens cheques
Link InSite kantorennet:Contact gegevens cheques​",
2923,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Televerkoop,"

Verloop televerkoop
Bij het bekijken van bepaalde TV programma's zoals Tek tv Shop of La Boutique RTL, kopen onze klanten soms producten via telefoon.Hun telefonische oproepen worden opgenomen en beschouwd als bewijs in geval van betwisting.Om hun aankopen te betalen, delen de klanten aan de telefoonoperator hun rekeningnummer mee. De betaling geschiedt dan via een automatische afname van deze rekening.
 
Uitzondering
Klanten met een afnamerekenning kunnen geen televerkoop/homeshopping transacties uitvoeren. Deze blijven in de historiek in afwachting staan tot ze volledig zijngerecycleerd en definitiefverworpen. Forcering is niet mogelijk. 
 
Betwisting van de verrichting/betaling

De klanten die een klacht wensen neer te leggen voor een welbepaalde reden (goederen niet geleverd, niet besteld of niet tevreden en dus terugbetaling gewenst) kunnen dit doen bij hun leverancier en niet bij BELFIUS:
HSS: 070/66.07.24 van 9u00 tot 13u00 van maandag tot vrijdag.TEK: 078/16.03.33 van 9u00 tot 17u00 van maandag tot vrijdag.
De terugbetalingen gebeurendoor de leverancier en niet via BELFIUS.​
 ","

Voor meer informatie over deze aankopen : dienst receipts & refusals (zie contacts)​"
2924,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Betwisting televerkoop,"

Context 

Bij het bekijken van bepaalde TV programma's zoals Tek tv Shop of La Boutique RTL, kopen onze klanten soms producten via telefoon.

Hun telefonische oproepen worden opgenomen en beschouwd als bewijs in geval van betwisting.

Om hun aankopen te betalen, delen de kliënten aan de telefoonoperator hun rekeningnummer mee.
De betaling geschiedt dan via een automatische afname van deze rekening.
 
Terugbetaling
In geval van betwisting door de klant is Belfius Bank bevoegd om de rekening van de handelaar te debiteren en de klant terug te betalen, op de eerste vraag van deze laatste.

In dit geval dient u een klachtendossier op te maken en door te sturen naar de dienst klachtenbeheer.
 
Klachten : contact clienteel

Voor andere zaken (colis niet geleverd, product niet besteld, enz.) dienen de cliënten zich te wenden tot hun leverancier:
 

Leverancier
Contact
Klantenservice Home Shopping
070/22.26.55
van 9u00 tot 13u00 van maandag tot vrijdag
TEKDistributie N.V.
078/16.03.33
van 9u00 tot 17u00 van maandag tot vrijdag
 
Bijkomende Informatie
Voor meer informatie over deze aankopen kunnen jullie dit doen via : BO receipts en refusals (zie contacts)
 
Verkoopsopportuniteit bij niet geleverde of beschadigde goederen :Safe Online en aankoopverzekering.
​
 ",
2925,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Imaging gescande overschrijving,"
 
Procedure
Beeld (foto) van een overschrijving uitgevoerd door de optische lezing: Foxe> Rekeningen> Financieel beheer>Lijst verrichtingen:

klik op de desbetreffende overschrijving
klik rechts op ""imaging
Dit kan men in het agentschap eventueel (kosteloos) afprinten voor de klant.
 
Opgelet!
In het kader van de wet op de privacy:Men mag geen beeld tonen of prints meegeven van een overschrijving waar ingevolge een vergissing gegevens van een derde persoon te zien zijn op de overschrijving! Hiervoor moet een dossier in Foxe opgemaakt worden om dit recht te zetten in de hoofdzetel.

Link KDB:Aanmaken van een dossier betalingsverkeer in Foxe",
2926,Payment Means RCB,Transactions: In speciën / En espèces,Opvragingen in speciën: algemeen,"

Procedure
Foxe controleert of de opvraging wel/niet uitgevoerd wordt in het domicilie-kantoor.In functie hiervan zal volgende info worden weergegeven op het scherm van de agent:voorzichtrekeningen: het saldo (zowel in domicilie- als niet-domicilie-kantoorvoorspaarrekeningen: het saldo (enkel ster waar de rekening is ingeschreven)
 
Beperking buiten de domicilie-ster
De opvraging wordt beperkt tot 125 EUR indien noch een geldige identiteiskaart, noch een geldige bankkaart kan voorgelegd worden.
Dergelijke opvraging valt onder de verantwoordelijkheid van de agent.
 
In geval van panne of baanbezoek
Een opvraging is beperkt tot max. 1000 EUR. Dergelijke verrichting gebeurt op verantwoordelijkheid van het kantoor.
In elk geval controleert de computer altijd HET BESCHIKBAAR van de rekening, zelfs al kan de agent het saldo niet zien.taat de computer de afname toe, dan wil dit zeggen dat er genoeg beschikbaar is en dat er geen blokkering op de rekening zit.​ ",
2928,Payment Means RCB,Transactions: Saldo & Beschikbaar / Solde & Disponible,Foxe scherm : Saldo en beschikbaar - tabblad Financieel,"

Het beschikbaar op een rekening wordt beïnvloed door verschillende elementen:

het saldo op de rekening, cheques die nog in krediet onder voorbehoud staan
( COV ), de toegekende kredietopening, eventuele reserveringen, voorschotten en dekkingen op de rekening.
Om een detail hiervan te krijgen, klik je op de overeenstemmende tabbladen.
TABBLAD FINANCIEEL

Plafond COV:hetbedrag waarover de klant onmiddellijk kan beschikken indien er cheques op zijn rekening geboekt worden.
 
COV in omloop:het bedrag waarvoor er cheques geboekt werden op de rekening en die nog onder voorbehoud staan. Dit bedrag werd al bij het saldo geteld.

Niet-beschikbaar COV  = het verschil tussen het COV in omloop en het plafond COV.
Dit bedrag wordt terug van het saldo afgetrokken om het beschikbaar te krijgen.

Kredietopening: de mogelijkheid om onder nul te gaan. Dit bedrag wordt bij het beschikbaar geteld.

Reserveringen: hieronder vallen bijvoorbeeld de betalingen die met maestro in het buitenland/binnenland werden gedaan. Die staan eerst enkele dagen in reservering en dan pas worden ze doorgeboekt naar de verrichtingen. 
Ook indien de klant belastingschulden heeft en de belastingen hebben aan Belfius gevraagd een bepaald bedrag voor hen te reserveren, zie je dit bedrag hier staan.
Het bedrag van de reservering wordt altijd in mindering gebracht van het saldo.

Tolerantie: de extra mogelijkheid om onder de kredietopening te gaan voor overschrijvingen, doorlopende opdrachten en domiciliëringen.

Voorschotten:komt bijna niet voor (wanneer er vertraging is bij de boekingen kan het bedrag al in voorschot staan, maar nog niet beschikbaar).

Balans dekkingen: komt bijna niet voor – bestaat ook niet voor particulieren, enkel voor bedrijven.
Het verschil tussen de gegeven dekkingen en de ontvangen dekkingen.

Debet sinds: de datum sinds wanneer de rekening onder nul staat.
Indien de klant géén kredietopening heeft, moet deze debetstand onmiddellijk aangezuiverd worden. Indien er wel een kredietopening is, dan mag de debetstand maximaal 90 dagen duren. Daarna moet de rekening minstens 1 x terug positief komen. De klant wordt hiervan verwittigd via zijn rekeninguittreksels.

Geopend sinds:openingsdatum van de rekening
Geschrapt op:annulatiedatum van de rekening
CI-nummer: beherend kantoor
Juridische categorie: eventuele blokkeringen
 
Link KDB:Tabblad COV
Link KDB:Tabblad Reservering / Voorschot
Link KDB:Tabblad ontvangen en gegeven dekkingen​
 ",
2929,Payment Means RCB,Transactions: Saldo & Beschikbaar / Solde & Disponible,Foxe scherm: Saldo en beschikbaar - tabblad COV,"

Het beschikbaar op een rekening wordt beïnvloed door verschillende elementen:

het saldo op de rekening, cheques die nog in krediet onder voorbehoud staan
( COV ), de toegekende kredietopening, eventuele reserveringen, voorschotten en dekkingen op de rekening.
 
Om een detail hiervan te krijgen, klik je op de overeenstemmende tabbladen.

 
TABBLAD COV

COV in omloop : het bedrag aan cheques die nog onder voorbehoud staan. 
Deze cheques komen vrij op de vervaldag die je hier ziet staan ‘s avonds na 17 uur
aan de SSB en de volgende dag in het kantoor.

COV vervallen: cheques die reeds volledig geboekt zijn.

Link KDB:Tabblad Financieel
Link KDB:Tabblad Reservering / Voorschot
Link KDB:Tabblad Ontvangen en gegeven dekkingen​",
2930,Payment Means RCB,Transactions: Saldo & Beschikbaar / Solde & Disponible,Foxe scherm: Saldo en beschikbaar - tabblad Reservering/voorschot,"

Het beschikbaar op een rekening wordt beïnvloed door verschillende elementen:

het saldo op de rekening, cheques die nog in krediet onder voorbehoud staan
( COV ), de toegekende kredietopening, eventuele reserveringen, voorschotten en dekkingen op de rekening.
 
Om een detail hiervan te krijgen, klik je op de overeenstemmende tabbladen.
 
TABBLAD RESERVERING

Bedrag:hetbedrag van de reservering
 
Actief:  bestaat de reservering nog ( actief = Y ) of is ze al vervallen ( actief = N)

Correspondent creatie:  eventueel de user van de persoon op de backoffice die de reservering heeft geboekt. Dit is meestal iemand van de juridische dienst indien het gaat om een reservering op vraag van de belastingen. Indien het gaat om een maestrobetaling, zie je geen user maar het programma dat gedraaid heeft.

Commentaar:  als het gaat om een reservering gedaan op vraag van de belastingen, dan zie je hier om welk belastingskantoor het gaat en meestal wordt ook het telefoonnummer vermeld. De klant kan dan voor meer info bij hen terecht.
Onze juridische dienst is verplicht om op de vraag van de belastingsdiensten in te gaan, voor info moet de klant bij de belastingen zelf zijn.

Type reservering: indien maestro-verrichting zie je hier “Maestro in het buitenland” staan. 
 
 
Link KDB: Tabblad Financieel 
Link KDB:Tabblad COV
Link KDB:Tabblad Ontvangen en gegeven dekkingen
 
 ",
2931,Payment Means RCB,Transactions: Saldo & Beschikbaar / Solde & Disponible,Foxe scherm: Saldo en beschikbaar - tabblad ontvangen en gegeven dekking,"

Het beschikbaar op een rekening wordt beïnvloed door verschillende elementen:

het saldo op de rekening, cheques die nog in krediet onder voorbehoud staan
( COV ), de toegekende kredietopening, eventuele reserveringen, voorschotten en dekkingen op de rekening.
Om een detail hiervan te krijgen, klik je op de overeenstemmende tabbladen.


TABBLAD ONTVANGEN DEKKING

Als een rekening negatief is en ook de kredietlijn is opgebruikt, dan kunnen betalingen van de rekening niet meer doorgaan.

Indien er voor die rekening een “dekkende rekening” bestaat, dan zal men die rekening aanspreken om provisie te voorzien zodat de betalingen toch kunnen doorgaan. Het nummer van de rekening die moet dienen als dekkende rekening, vind je in dit scherm.
In het tabblad ""gegeven dekkingen"", heb je hetzelfde scherm maar hier gaat het om “gedekte rekening”. Dan wordt de geselecteerde rekening gebruikt als rekening waarvan men de provisie gaat nakijken indien er op de “gedekte rekening” niet voldoende saldo is om de ingebrachte betalingen uit te voeren.

Link KDB: Tabblad Financieel
Link KDB:Tabblad COV
Link KDB:Tabblad Reserveringen / Voorschotten
​ ",
2932,Payment Means RCB,Transactions: In speciën / En espèces,Schriftelijke volmacht,"

Definitie eenmalige schriftelijke volmacht
Een derde persoon kan uitzonderlijk als tussenpersoon een opvraging doen van een rekening op naam van een klant die niet zelf naar een kantoor kan komen.
Hij moet dan door deze laatste uitdrukkelijk zijn aangewezen door middel van een schriftelijke volmacht.

Definitie geldige volmacht
Als volmacht beschouwen we elk handgeschreven document

waarin een rekeninghouder
aan een derde persoon
toelating geeft
één bepaalde verrichting op zijn rekening te doen
en ditop één bepaald tijdstip
met een maximaal bedrag van 1239,99 euro
en afhaling moet gebeuren in het domiciliekantoor

Verplichte vermeldingen
De volgende regels moeten nauwgezet gerespecteerd worden :
Handgeschreven document met:naam en voornaam van de titularis van rekeninghouder (opdrachtgever)naam en voornaam van de mandatarisrekeningsnummer van de opdrachtgeverexact bedrag van de transactiedatum van de handtekening (max 1 week)handtekening van de rekeninghouder
Maximum bedrag voor cash-afhaling: 1239.99 EURUitsluitend geldig in het domiciliekantoor (geen uitzondering toegestaan)
Voorbeeld:
Ik ""Naam en voornaam van de opdrachtgever"", geef M./Mevr. ""Naam en voornaam van de gevolmachtigde"" toestemming om een bedrag van ""Bedrag van de transactie"" van mijn rekening xxx/xxxxxxx/xx op te nemen.
Datum van het opstellen van de volmacht:
Handtekening

Afhandeling in het kantoor
Agent opent contact op naam van diegene die voor hem staat
Moet in het afnamescherm aanvinken dat het gaat om een schriftelijke volmacht
Automatisch licht lijn op waarin agent het identiteitskaartnummer van diegene die het geld komt afhalen, moet inbrengen
 
Archivering van de volmacht
 
De eenmalige volmacht moet in bijlage van de Xi gescand worden.
 

Wanneer stelt de agent beter een permanente volmacht voor?

Indien het gewenste bedrag groter is dan 1.239,99 EUR
Indien de derde regelmatig gebruik maakt van een schriftelijke volmacht
Deze volmacht kan op elk ogenblik door de klant opnieuw geschrapt worden.
 
Opgelet!
Nooit elektronisch laten handtekenen bij een schriftelijke volmacht want minstens 2 handtekeningen (volmachtgever + volmachtdrager).
​",
2934,Payment Means RCB,Debetkaart: Blokkering - deblokkering / Carte de débit: Blocage - déblocage,Verzet afname speciën,"
Oorzaak = verlies of diefstal van de identiteitskaart
 
Bij verlies of diefstal van identiteitskaart moet de klant onmiddellijk aangifte doen bij:
Card Stop en de lokale politie
of het agentschap en de lokale politie  
Via Card Stop of het agentschap wordt er een blokkering op de zichtrekening gezet = verzet afname speciën.  Vanaf dan kan men enkel cashafnames uitvoeren in domicilie agentschap.  Transacties zoals (internationale) overschrijvingen worden geweigerd.
 
Annuleren blokkering ""verzet afname speciën""
Wanneer de klant de geblokkeerde identiteitskaart naderhand terugvindt of opnieuw wil cashafnames doen in een Belfius-agentschap, kan (enkel) het domicilieagentschap van de zichtrekening de blokkering van de rekening laten verwijderen. 
Hiervoor kan men een mail sturen of bellen naar de hoofdzetel (zie contacts).Card Stop heeft de mogelijkheid niet om een identiteitskaart te deblokkeren.
  Link InSite CVBA:verzet op afname speciën
Link InSite Kantorennet : verzet op afname speciën 
 
 
  

 ",
2935,Payment Means RCB,Transactions: In speciën / En espèces,Storting in speciën: complianceregels,"

Officiële krachtlijnen van de LPF ""Stelsel Individuele Klantenrekening""
Interbancaire regels die sinds 1 juli 2004 gelden voor alle banken en waarbij de banken afgesproken hebben om alle verrichtingen via een individuele klantenrekening te laten verlopen: 

maximale transparantie en traceerbaarheid van de verrichtingen van de klanten
van toepassing zowel voor ""passage"" als voor ""regelmatige"" klanten
alle verrichtingen dienen via een ""individuele klantenrekening"" te verlopen
de overeenkomstige rekeninguittreksels dienen duidelijk en volledig te zijn
alle onderliggende gegevens dienen door de bank te worden geregistreerd, beheerd en bewaard
er wordt een einde gesteld aan de mogelijkheid voor klanten om gebruik te maken van interne rekeningen van de bank

Gevolgen compliance voor stortingen cash in een agentschap

Men kanenkel geld storten op een Belfius-rekening, niet op de rekening van een andere bank. 
Stortingen kunnen nog enkel uitgevoerd worden binnen een contact. De naam van de persoon die de storting gedaan heeft, verschijnt dan ook op het uittreksel van de rekening.
Dat wil zeggen datde persoon die de storting komt doen, gekend moet zijn in de database van Belfius.
Menkan geen gebruik maken van een storting maar moet een overschrijving inbrengen indien men:
geld wil storten op rekening van een andere bank
geld wil storten op een pensioenspaarrekening
een circulaire cheque wil laten aanmaken
geld wil storten op een rekening waar men geen rol op speelt
Alle verrichtingen dienen ofwel via een ""individuele klantenrekening"" ofwel via een Transactie-rekening te gebeuren.
Alle verrichtingen die momenteel reeds via Foxe gebeuren, voldoen aan de vereisten van deze LPF door:de invoering van de Transactiestaathet maximale gebruik van de klantenrekeninghet verbod om kantoorrekeningen te gebruiken om verrichtingen voor klanten uit te voeren 
 
Link InSite CVBA: Compliance controles bij Financiële verrichtingen+mogelijke foutboodschappen
Link InSite Kantorennet: Compliance controles bij Financiële verrichtingen+mogelijke foutboodschappen 
  
 
Uitzonderingen!
 
Normaal gezien mag men enkel een cashstorting doen op een rekening waarop men een rol speelt, anders moet er gewerkt worden via een overschrijving.
Hierop zijn een aantal uitzonderingen:
 
Linken InSite CVBA:Uitzonderingen Cash
Linken InSite Kantorennet:Uitzondering Cash
 
 ",
2936,Payment Means RCB,Transactions: In speciën / En espèces,Annulatie van een storting of terugname,"

Procedure
Agent kan een storting/terugname nog annuleren:
de dag zelfbinnen een contactuitgevoerd in het agentschap waar men wil annuleren

Annulatie NOG MOGELIJK in het agentschap (zie hierboven):
Foxe>Betaalmiddelen>Verrichtingen in speciën>historiek stortingen/opvragingen in speciën:voer enkele selectiecriteria (vb. werkpost, kasnummer) in om juiste verrichting te vindenklik op ""detailklik op knop ""annuleren""
Laat het Xi-document ondertekenen door de klant als bewijs dat hij akkoord gaat met de annulatie.

Annulatie NIET MEER MOGELIJK in het agentschap
Indien storting/terugname al een tijd geleden gebeurd is of in een ander agentschap.
Rechtzetting moet aangevraagd worden in een agentschap viadossier Betalingsverkeer:
 
In Foxe > Commercieel > Creëren Dossier Betalingsverkeer > Nazicht en verbeteringen > Nazicht en verbetering OVS (in omschrijving zetten dat het om een storting gaat)​",
2937,Payment Means RCB,Transactions: In speciën / En espèces,Tarifering van een storting,"

Tarifering
Storting mag getarifeerd worden aan 4 euro (niets meer of minder).Is niet verplicht - agent beslist zelf.Als agent kosten aanrekent, dan moet dit tijdens het klantenbezoek gestort worden op rekening 052-0072001-02 met als melding ""kosten inclusief BTW"".
 
Mag niet getarifeerd wordenstortingen op een 091-rekeningstortingen door een persoon die een rol speelt op de rekening waarop hij stort
(houder, volmachthouder, beheerder, ...)stortingen door een persoon die een commerciële of familiale band heeft met begunstigde
(ouder, grootouder, derde die de rekening geopend heeft, ...)",
2940,Payment Means RCB,Transactions: Cash,Deviezen storten of opvragen van deviezenrekening,"

Eigenschappen
Mogelijk via tussenkomst van het agentschap
Kan niet uitgevoerd worden in het agentschap.
Het Cash Center van de bank zorgt voor de uitvoering en boeking van deze verrichtingen. 
De boeking op rekening gebeurt dus niet op het ogenblik van afgifte of opvraging in agentschap.
Minimum bedrag voor stortingen en opvragingen via de deviezenrekening = 500 EUR tegenwaarde.
Kosten:Vanaf   500 tot 2.499 EUR​1 % met een minimum van 12 EUR​Vanaf 2500 tot 4.999 EUR​0,50 %​Vanaf 5000 tot 12.499 EUR​ 0,25 % ​Vanaf 12.500 EUR​0,10 %
 
Procedure agentschap
 
Link InSite CVBA: Storting en terugname deviezen van een deviezenrekening
 
Link InSite Kantorennet: Storting en terugname deviezen van een deviezenrekening 
  

Kosten
 
Linken InSite CVBA :Tarieven Deviezen 
 
Linken InSite Kantorennet:Tarieven Deviezen
 
  
 ",
2941,Payment Means RCB,Transactions: Scanning,Elektronisch handtekenen Xi,"

Procedure
De klant heeft de mogelijkheid om in het kantoor met zijn bankkaart en pin-codevia het Xenta-toestel de Xi’s te ondertekenen.
De klant ontvangt een Xi op papier maar het exemplaar kantoor wordt niet meer afgedrukt.
Alle transacties worden met 1 elektronische handtekening bij het afsluiten van het contact ondertekend door de klant.
 
Voorwaarden 
Klant moet houder zijn van een bankkaart en pin-code en deze ook zelf inbrengen
(Belfius-bankkaart met chip, SSB-kaart of Acceskaart).
Elektronisch handtekenen kan NIET met een kredietkaart.
Het Xenta-toestel moet verbonden zijn met de werkpost.  
Opgelet!
Indien transactie waarbij meer dan 1 handtekening nodig is (vb. op rekening zetten van een circulaire cheque op 2 namen), dan mag de mogelijkheid tot elektronisch ondertekenen niet gekozen worden en moeten alle transacties afgedrukt worden en op papier getekend.
 
 
Opvragen overzicht verrichtingen ondertekend op elektronische manier
dag zelf : via Foxe>omgeving>overzicht verrichtingen van de dag 
voorbije dagen: via de bestaande Webi-rapporten        
            ​",
2942,Payment Means RCB,Transactions: Scanning,Xi zelf scannen in kantoor,"

Algemene info over scannen van Xi's

Afgedrukte Xi’s moeten ingescand worden in het kantoor via de MFP.
(MFP = multifunctionele printer )
Er worden geen Xi’s meer gescand in de hoofdzetel!

De gescande documenten moeten bewaard worden in het kantoor en nadien meegegeven met de firma Van Gansewinckel ter vernietiging

Gescande Xi's kunnen geconsulteerd en afgedrukt worden in Foxe
Foxe>Kantoororganisatie>Omgeving>Consultatie en visualisatie van gescande Xi.
Kopies van Xi's van voor 24/11/2007 (nog geen scanning in agentschap) moeten aangevraagd worden via mail (zie contacts)

Meer info over de scanning van documenten, technische problemen, hangende zaken, verwerpingen van scanning, ...
 
Link InSite CVBA: Alles over scanning van documenten 
Link InSite Kantorennet: Alles over scanning van documenten 
 
  ",
2943,Payment Means RCB,Transactions: Scanning,Scanning documenten zonder barcode in het agentschap,"

Procedure 
De meeste documenten m.b.t. personen, rekeningen en betaalmiddelen worden van een barcode voorzien zodat ze via scanning in het kantoor aan de backoffice kunnen worden bezorgd.

Probleem
Document ivm een persoon, rekening of andere contracten dienen gescand te worden, maar ditdocument heeft geen barcode.
Oplossing
Voorblad met barcode afdrukken in Foxe:
Via Foxe>Omgeving>Afdrukken voorblad (scanning)>Persoon/Rekening/Andere contracten.
 
Link KDB:Scannen van Xi's in het agentschap

Verworpen en ontbrekende documenten
De communicatie ivm de verworpen en ontbrekende documenten gebeurt via
CRM>homepage gebruiker>hangende zaken
 
 
Link KDB:Hangende zaken ​
 ",
2945,Payment Means RCB,Transactions: Scanning,Hangende zaken en WEBI-rapporten,"

Procedure 
Hiervoor moet de agent contact nemen met de dienst waarvoor het document ontbreekt.
  

Duplicaat Xi voor transacties
 
1. van de laatste 3 maanden
kan op 2 manierenin Foxe opgevraagd worden:

Foxe>Homepage gebruiker>Hangende zaken
Foxe>Omgeving>Herafdruk documenten>Xi duplicaat   
2. ouder dan 3 maanden (en na 22 maart 2011)

via WEBI:
Link InSite :Hoe de transactie van een ontbrekende Xi via Webi terugvinden?
Meer WEBI-rapporten i.v.m. het terugvinden van transacties om hangende zaken op te lossen 
Link InSite :Webi - Historiek transacties

Vragen over procedure standaard- en vrije selecties in Webi 
Lien Insite: Procedure standaard- en vrije selecties in Webi
 ","
​"
2955,Payment Means RCB,Debetkaart: Verbonden diensten / Carte de débit: Services liés,M-banxafe : betalen via GSM in een winkel,"

Activering van de dienst

Om van deze dienst gebruik te kunnen maken, heeft de klant een speciale SIM-kaart nodig (M-banxafe)
Toekenning en activering gebeurt volledig buiten de bank om Bij problemen/vragen moet klant contact opnemen met zijn telecom-operator

Werking
 
Handelaar initieert betaling op zijn GSM
Klant krijgt een SMS en geeft zijn akkoord voor aankoop via zijn geheime code
Klant en handelaar krijgen een bevestigings-sms om de transactie te bevestigen
Het te betalen bedrag wordt onmiddellijk gedebiteerd van de rekening
  en de betaallimieten gekoppeld aan de kaart zijn van toepassing
Minimumbedrag betaling

Het miunimumbedrag per betaling bedraagt 6 euro.
 
Kosten

Klant: 0,25 Eur
Handelaar: 0,49 Eur + BTW
 
Impact wijziging kaart op M-banxafe
Duplicaat: geen impact, m-banxafe blijft werken Nieuwe kaart met nieuw kaartnummer t.g.v. diefstal/verlies: klant moet M-banxafe opnieuw activeren
 
 
Verlies/diefstal GSM

Klant belt naar Card Stop of contacteert zijn GSM-operator om de dienst M-banxafe te blokkeren.
 
Contacten
 
Zie contactenlijst
 
Website

Link Website M-banxafe: Algemene website M-banxafe
              ",
2958,Payment Means RCB,Rekening: Types zichtrekeningen,Verschillende types zichtrekeningen,"
 
6 types zichtrekeningenClassicrekeningWhite RekeningBluerekeningRedrekeningGoldrekeningPlatinumrekening
 
Standaarddienstverlening
Afhankelijk van het type zichtrekening is de prijs en de diensten die al dan niet zijn inbegrepen in de rekening verschillend.
Alle rekeningen hebben wel een standaarddienstverlening:Internetbankieren: Via Belfius Direct Net

Telefonisch bankieren: Via Belfius Direct Phone

Helpdesk/Klachtenbehandeling

Flexibele kaartlimieten

Operationele alerting: Klanten via berichten in BDN of/en via sms op de hoogte brengen van gebeurtenissen gekoppeld aan het gebuik van hun debet- of kredietkaart (kaart beschikbaar in ag, ...). 

Maandelijkse reporting:Op papieren uittreksels: debet-en credittotalen op de rekeningbinnen de maand. BDN: debet en credit op de rekening binnen de maand.Grafische voorstelling en verbeterde zoekmogelijkheden(indien klant dit niet wenst, kan geannuleerd worden via Foxe of BDN).
  
 ",
2959,Payment Means RCB,Rekening: Types zichtrekeningen,Info Classicrekening,"

Definitie
De Classic-rekening is eenzichtrekening waarbij alle producten en diensten
op aanvraag wordentoegekend
per stuk zijn getarifeerd
 
Doelgroep
Particulieren
Business Banking-klanten
NPO-klanten
Sociale Rekeningen
 
Basisdienstverlening
Betalen en geld afhalen binnen Sepa-zone
Flexibele limieten als de klant kiest voor een bankkaart
Self Service Banking in Belfius-kantoren
Elektronisch bankieren via internet (Belfius Direct Net) en telefoon (Belfius Direct Phone)
Maandelijkse reporting met alle inkomsten en uitgaven op de rekening binnen de maand   
Opmerking: voor bepaalde diensten is een bankkaart nodig (niet in de dienstverlening inbegrepen).
 
 
Tarifering
 
Link KDB:Tarifering privé zichtrekening
  ​
 ",
